"IDENTITY_NAME","LAST_PLAN_NAME","CHURNED","HAS_BEEN_ADOPTED","LIFETIME","BILLING_CYCLE_FIXED","APPOINTMENTS_PER_WEEK","PAYMENTS_PER_WEEK","DIRECTORY_TYPE"
"Education, Instruction & Tutoring",vCita Essentials (Annual),0,0,773,Annual,0.000000,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Monthly),1,0,1347,Monthly,0.000000,0.327,Direct
"Education, Instruction & Tutoring",vCita Online Scheduling (Monthly),0,0,550,Monthly,0.345455,0,Direct
Business Services,vCita Business (Annual),1,1,447,Annual,0.295302,0,Direct
Financial Services,vCita Platinum (Monthly),1,1,581,Monthly,0.857143,13.714,Direct
Coaching & Consulting,vCita Essentials (Annual),1,0,1387,Annual,0.000000,0,Direct
Alternative Medicine,vCita Essentials (Annual),1,0,1365,Annual,0.005128,2.692,Direct
"Sales, Marketing & Advertising",vCita Essentials (Annual),1,0,1106,Annual,0.000000,0,Direct
Government & Non-profit,vCita Platinum (Monthly),0,0,1006,Monthly,0.000000,0,Direct
"Education, Instruction & Tutoring",vCita Lead Generation (Annual),0,0,1191,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),0,1,161,Monthly,0.366460,0,Direct
Real Estate,vCita Business (Monthly),0,0,334,Monthly,0.005988,0,Reseller
"Sales, Marketing & Advertising",vCita Essentials (Monthly),0,1,1824,Monthly,0.131031,0,Direct
Counseling & Mental Health,vCita Essentials (Annual),1,0,1159,Annual,0.003451,0,Reseller
"Education, Instruction & Tutoring",vCita Business (Monthly),1,0,409,Monthly,0.002445,0,Direct
Coaching & Consulting,vCita Online Scheduling (Annual),1,0,1651,Annual,0.009691,0,Direct
Coaching & Consulting,vCita Online Scheduling (Annual),1,0,2703,Annual,0.003330,0,Direct
Coaching & Consulting,vCita Essentials (Annual),0,0,1111,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Annual),1,1,1028,Annual,0.134241,12.92,Direct
"Sales, Marketing & Advertising",vCita Business (Annual),0,1,1508,Annual,0.178382,31.934,Direct
Healthcare & Medical,vCita Essentials (Annual),0,1,1475,Annual,0.373559,0.542,Direct
IT & Web,vCita Essentials (Monthly),1,0,1828,Monthly,0.110503,0,Reseller
"Education, Instruction & Tutoring",vCita Essentials (Annual),1,0,738,Annual,0.001355,0,Direct
Healthcare & Medical,vCita Business (Annual),1,0,999,Annual,0.385385,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Monthly),1,1,1683,Monthly,1.659537,0,Direct
Coaching & Consulting,vCita Online Scheduling (Annual),1,0,148,Annual,0.006757,0,Direct
Coaching & Consulting,vCita Essentials (Annual),1,1,2251,Annual,0.276322,0,Solution Provider
"Education, Instruction & Tutoring",vCita Online Scheduling (Monthly),0,0,162,Monthly,0.197531,0,Direct
Coaching & Consulting,Business (Monthly),0,0,274,Monthly,0.124088,12.058,Direct
Photography & Video,vCita Essentials (Monthly),0,0,136,Monthly,0.000000,0,Direct
Legal Services,vCita Essentials (Annual),0,0,1578,Annual,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Business (Monthly),0,1,104,Monthly,0.009615,38.654,Reseller
Coaching & Consulting,vCita Online Scheduling (Annual),0,1,372,Annual,0.056452,0.434,Direct
"Sales, Marketing & Advertising",vCita Online Scheduling (Monthly),1,0,1336,Monthly,0.000000,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Monthly),1,0,1503,Monthly,0.029940,0,Direct
Coaching & Consulting,vCita Platinum (Annual - Promo),1,0,127,Annual,0.385827,9.228,Direct
Healthcare & Medical,vCita Business (Annual),1,0,1443,Annual,0.019404,0,Solution Provider
"Education, Instruction & Tutoring",vCita Platinum 10 (Annual),1,0,160,Annual,0.006250,0,Direct
Financial Services,Obs. vCita Essentials (Annual),1,0,2600,Annual,0.001923,0,Direct
"Sales, Marketing & Advertising",vCita Business (Annual),0,0,380,Annual,0.000000,0,Direct
Business Services,vCita Essentials (Monthly),0,1,119,Monthly,0.193277,0,Direct
Counseling & Mental Health,vCita Business (Annual),1,1,1261,Annual,0.902458,25.488,Direct
Beauty & Personal Care,vCita Platinum (Annual),1,1,195,Annual,2.333333,0,Direct
Business Services,vCita Business (Annual),1,0,1908,Annual,0.016771,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),1,1,930,Monthly,0.624731,0,Direct
"Education, Instruction & Tutoring",vCita Business (Annual),0,1,840,Annual,0.314286,9.143,Direct
Beauty & Personal Care,vCita Essentials (Monthly),0,1,30,Monthly,0.666667,0,Direct
Legal Services,vCita Essentials (Annual),0,0,1499,Annual,0.000000,0,Direct
Beauty & Personal Care,vCita Online Scheduling (Monthly),0,0,302,Monthly,0.000000,0,Direct
Business Services,vCita Essentials (Monthly),0,0,137,Monthly,0.014599,0,Direct
Legal Services,vCita Online Scheduling (Annual),1,0,1581,Annual,0.071474,0,Direct
Legal Services,vCita Business (Annual),0,0,443,Annual,0.000000,0,Direct
Alternative Medicine,vCita Business (Annual),1,1,1835,Annual,0.802725,35.444,Direct
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Monthly),0,1,213,Monthly,0.887324,0,Direct
"Education, Instruction & Tutoring",vCita Business (Annual),1,1,1285,Annual,0.147082,0,Direct
Coaching & Consulting,vCita Essentials (Annual),1,0,1303,Annual,0.000000,0,Direct
IT & Web,vCita Essentials (Annual),1,1,2247,Annual,0.166889,0,Direct
Legal Services,vCita Platinum 10 (Annual),1,1,1009,Annual,6.151635,92.903,Direct
Healthcare & Medical,vCita Business (Monthly),1,0,614,Monthly,0.268730,10.208,Direct
"Sales, Marketing & Advertising",Business (Annual),0,0,556,Annual,0.000000,0,Direct
IT & Web,vCita Online Scheduling (Monthly),1,0,703,Monthly,0.125178,0,Direct
Business Services,vCita Lead Generation (Annual),0,0,1841,Annual,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Annual),0,0,749,Annual,0.006676,2.67,Reseller
"Education, Instruction & Tutoring",vCita Essentials (Annual),0,1,408,Annual,0.159314,6.25,Direct
Government & Non-profit,vCita Essentials (Monthly),0,0,271,Monthly,0.000000,3.311,Direct
Business Services,vCita Essentials (Annual),1,0,1249,Annual,0.007206,0,Direct
Health & Wellness,vCita Business Single (Monthly),1,0,302,Monthly,0.543046,1.424,Reseller
"Sales, Marketing & Advertising",vCita Business (Monthly),1,0,1379,Monthly,0.000000,178.136,Direct
Legal Services,vCita Business Single (Monthly),1,0,1501,Monthly,0.003331,0,Direct
Photography & Video,vCita Online Scheduling (Monthly),1,0,1710,Monthly,0.002339,0,Direct
Business Services,vCita Online Scheduling (Monthly),0,1,1502,Monthly,0.340879,0,Direct
"Education, Instruction & Tutoring",vCita Online Scheduling (Annual),1,1,603,Annual,0.464345,0,Direct
Alternative Medicine,vCita Online Scheduling (Monthly),0,0,2448,Monthly,0.020425,0,Direct
Financial Services,vCita Business (Annual),1,0,213,Annual,0.042254,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),1,0,1587,Monthly,0.022054,0.504,Direct
Alternative Medicine,vCita Platinum Single (Monthly),1,0,286,Monthly,0.090909,0,Direct
Coaching & Consulting,vCita Business (Monthly),1,1,1301,Monthly,2.775557,14.603,Direct
"Events, Planning & Catering",vCita Platinum (Monthly),0,1,185,Monthly,0.427027,139.083,Direct
Healthcare & Medical,vCita Platinum (Monthly),0,0,91,Monthly,0.054945,0,Direct
Photography & Video,vCita Essentials (Annual),1,1,1709,Annual,0.077823,2.627,Direct
Coaching & Consulting,vCita Essentials (Monthly),0,0,556,Monthly,0.003597,0,Reseller
"Sales, Marketing & Advertising",vCita Essentials (Monthly),0,0,205,Monthly,0.000000,0,Direct
Financial Services,Obs. vCita Essentials (Annual),1,0,2103,Annual,0.037090,0,Direct
Photography & Video,vCita Business (Monthly),0,1,215,Monthly,2.762791,146.913,Direct
Legal Services,vCita Essentials (Annual),0,0,379,Annual,0.000000,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Platinum (Monthly),0,0,516,Monthly,0.027132,0,Reseller
IT & Web,Online Scheduling (Monthly),0,0,356,Monthly,0.000000,0,Reseller
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Monthly),0,0,245,Monthly,0.000000,0,Direct
Auto Services,vCita Business (Annual),1,1,1509,Annual,1.543406,0,Direct
Business Services,vCita Essentials (Annual),1,1,1831,Annual,0.161660,1.237,Direct
Real Estate,vCita Business (Annual),0,0,380,Annual,0.000000,0,Direct
IT & Web,vCita Essentials (Annual),1,0,1221,Annual,0.009009,0,Direct
Business Services,vCita Business (Annual),0,0,1487,Annual,0.009415,0.335,Direct
Legal Services,vCita Business (Annual),1,1,1748,Annual,0.102403,3.408,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),1,1,491,Monthly,0.000000,0,Direct
Government & Non-profit,vCita Platinum (Monthly),0,0,310,Monthly,0.022581,0,Direct
Legal Services,vCita Platinum Single (Annual),1,0,313,Annual,1.801917,276.901,Direct
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Annual),1,0,2163,Annual,0.003236,0,Reseller
"Hospitality, Travel & Leisure",vCita Business Single (Monthly),0,0,224,Monthly,0.000000,0,Direct
Auto Services,vCita Online Scheduling (Monthly),1,0,55,Monthly,0.709091,0,Direct
"Sales, Marketing & Advertising",Essentials (Monthly),1,0,643,Monthly,0.000000,0,Solution Provider
"Sales, Marketing & Advertising",vCita Platinum 10 (Annual),1,1,438,Annual,2.860731,0,Direct
"Education, Instruction & Tutoring",vCita Essentials (Annual),1,0,777,Annual,0.000000,90.251,Direct
Government & Non-profit,vCita Essentials (Monthly),1,0,390,Monthly,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),0,0,70,Monthly,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Online Scheduling (Monthly),0,0,855,Monthly,0.000000,0,Reseller
Animal Services,vCita Essentials (Annual),0,0,730,Annual,0.013699,0,Direct
Auto Services,vCita Essentials (Annual),1,0,1930,Annual,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),0,0,96,Monthly,0.000000,1.334,Direct
Legal Services,vCita Online Scheduling (Annual),1,0,1695,Annual,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Business (Annual),1,0,559,Annual,0.012522,0,Direct
Government & Non-profit,vCita Platinum (Annual - Promo),0,1,93,Annual,10.516129,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),0,0,61,Monthly,0.016393,0,Reseller
Healthcare & Medical,vCita Essentials (Annual),1,0,1710,Annual,0.795322,0,Direct
Fitness,Business (Monthly),1,1,1421,Monthly,0.000000,0,White Label
Business Services,vCita Essentials (Annual),0,0,1109,Annual,0.018034,5.309,Direct
"Sales, Marketing & Advertising",vCita Online Scheduling (Monthly),1,1,586,Monthly,0.781570,0,Direct
Coaching & Consulting,vCita Business (Annual),1,0,2888,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Online Scheduling (Annual),0,0,417,Annual,0.002398,0,Reseller
"Sales, Marketing & Advertising",vCita Business (Annual),0,0,1110,Annual,0.000000,0,Reseller
Counseling & Mental Health,vCita Online Scheduling (Monthly),1,1,861,Monthly,1.227642,5.861,Direct
Business Services,vCita Lead Generation (Annual),1,0,2644,Annual,0.001513,0,Direct
Business Services,vCita Online Scheduling (Annual),1,0,1384,Annual,0.007225,0,Direct
IT & Web,vCita Online Scheduling (Annual),0,0,408,Annual,0.002451,0,Direct
"Events, Planning & Catering",vCita Business (Annual),0,0,956,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Online Payments (Monthly),0,0,569,Monthly,0.000000,0,Direct
Government & Non-profit,vCita Essentials (Monthly),0,0,212,Monthly,0.000000,0,Direct
Business Services,vCita Essentials (Annual),0,0,1096,Annual,0.005474,0.359,Direct
IT & Web,vCita Business Single (Monthly),0,0,1239,Monthly,0.003228,0,Direct
Business Services,vCita Essentials (Monthly),0,0,641,Monthly,0.001560,0,Direct
Financial Services,vCita Essentials (Annual),1,0,1440,Annual,0.006944,0.49,Direct
"Hospitality, Travel & Leisure",vCita Platinum (Monthly),0,0,447,Monthly,0.250559,86.399,Direct
"Home & Garden Work, Cleaning & Repair",Business (Annual),0,0,440,Annual,0.006818,0,Direct
Government & Non-profit,vCita Online Scheduling (Monthly),0,0,110,Monthly,0.000000,0,Direct
"Sales, Marketing & Advertising",Lead Generation & Contacts (Monthly),0,0,582,Monthly,0.001718,0,Reseller
Real Estate,vCita Essentials (Annual),1,1,2018,Annual,0.031219,12.934,Reseller
Auto Services,vCita Business (Monthly),0,0,579,Monthly,0.143351,56.88,Direct
Real Estate,vCita Business (Annual),1,0,1803,Annual,0.104271,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),0,0,236,Monthly,0.025424,0,Direct
Business Services,vCita Essentials (Annual),1,1,1826,Annual,0.094195,5.901,Reseller
Business Services,vCita Business Single (Monthly),1,0,315,Monthly,0.238095,0,Direct
Health & Wellness,vCita Business (Monthly),1,1,578,Monthly,1.112457,0,Direct
IT & Web,vCita Online Scheduling (Monthly),1,0,648,Monthly,0.021605,0,Direct
Coaching & Consulting,vCita Essentials (Annual),0,0,2734,Annual,0.022677,0.204,Direct
"Sales, Marketing & Advertising",vCita Online Scheduling (Monthly),0,0,87,Monthly,0.000000,0,Direct
"Education, Instruction & Tutoring",vCita Online Scheduling (Monthly),1,0,477,Monthly,0.228512,0,Direct
Health & Wellness,vCita Business (Annual),1,1,1334,Annual,1.583958,0.3,Direct
Business Services,vCita Online Scheduling (Annual),1,0,1862,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Business (Annual),0,1,758,Annual,0.052770,0.896,Direct
Beauty & Personal Care,vCita Essentials (Monthly),0,1,320,Monthly,0.234375,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),1,0,495,Monthly,0.004040,0,Direct
Health & Wellness,vCita Business (Monthly),0,0,1962,Monthly,0.047401,0,Direct
"Events, Planning & Catering",vCita Essentials (Monthly),1,0,1339,Monthly,0.130695,8.103,Direct
"Home & Garden Work, Cleaning & Repair",Essentials (Annual),1,0,1237,Annual,0.002425,0,Direct
Artists & Designers,vCita Essentials (Annual),0,0,433,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Online Scheduling (Monthly),0,1,890,Monthly,0.270787,1.432,Reseller
Coaching & Consulting,vCita Essentials (Annual),0,0,1498,Annual,0.000668,1.001,Direct
Auto Services,vCita Online Scheduling (Annual),1,1,1775,Annual,0.383099,0,Direct
Business Services,vCita Online Scheduling (Annual),1,0,1823,Annual,0.002743,0,Direct
Business Services,vCita Essentials (Monthly),0,0,924,Monthly,0.001082,0.216,Direct
Fitness,vCita Business (Monthly),0,1,281,Monthly,0.007117,2.664,Direct
Financial Services,vCita Online Scheduling (Annual),1,0,2077,Annual,0.006259,0,Direct
IT & Web,vCita Essentials (Annual),0,0,1531,Annual,0.001960,0,Reseller
"Sales, Marketing & Advertising",vCita Business (Monthly),0,0,33,Monthly,0.000000,0,Direct
IT & Web,vCita Business (Annual),0,0,1525,Annual,0.025574,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Annual),1,0,285,Annual,0.136842,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Online Scheduling (Monthly),0,0,287,Monthly,0.031359,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),0,0,519,Monthly,0.188825,0,Direct
Real Estate,vCita Essentials (Annual),1,0,1407,Annual,0.000000,0,Direct
Retail ,vCita Business Single (Monthly),1,0,1527,Monthly,0.000655,0,Direct
"Sales, Marketing & Advertising",vCita Online Scheduling (Monthly),0,0,408,Monthly,0.004902,0,Reseller
Business Services,vCita Business (Monthly),1,1,1613,Monthly,0.154991,5.319,Direct
Healthcare & Medical,vCita Platinum (Monthly),1,1,834,Monthly,6.380096,0,Direct
Healthcare & Medical,vCita Business (Annual),0,0,1109,Annual,0.002705,0,Solution Provider
"Sales, Marketing & Advertising",vCita Essentials (Annual),1,0,776,Annual,0.000000,0,Direct
Auto Services,vCita Business Single (Monthly),0,0,163,Monthly,0.036810,0,Direct
Beauty & Personal Care,vCita Business (Monthly),0,1,602,Monthly,1.667774,0.955,Direct
IT & Web,vCita Platinum Single (Annual),0,1,2330,Annual,7.704292,0,Reseller
Financial Services,vCita Business (Annual),0,0,947,Annual,0.152059,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),0,1,820,Monthly,0.019512,0.702,Direct
Auto Services,vCita Essentials (Monthly),1,0,700,Monthly,0.008571,0,Direct
Financial Services,vCita Essentials (Monthly),0,0,743,Monthly,0.405114,0.238,Direct
IT & Web,vCita Essentials (Annual),0,0,773,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Online Scheduling (Monthly),0,1,304,Monthly,0.424342,20.569,Direct
Coaching & Consulting,vCita Essentials (Monthly),1,0,1393,Monthly,0.005025,19.747,Direct
Financial Services,vCita Platinum (Annual),0,0,888,Annual,0.005631,0.366,Direct
Government & Non-profit,vCita Online Scheduling (Monthly),0,0,1675,Monthly,0.000597,0,Direct
Artists & Designers,vCita Business (Monthly),0,1,94,Monthly,2.744681,0,Direct
IT & Web,vCita Business (Monthly),1,1,2390,Monthly,0.785356,0,Solution Provider
Business Services,Essentials (Annual),1,0,57,Annual,0.228070,0,White Label
Coaching & Consulting,vCita Business Single (Monthly),1,0,88,Monthly,0.250000,0,Direct
Beauty & Personal Care,vCita Essentials (Monthly),0,0,115,Monthly,0.000000,0,Direct
Business Services,vCita Online Scheduling (Monthly),1,0,125,Monthly,0.024000,0,Direct
Government & Non-profit,vCita Essentials (Monthly),0,0,302,Monthly,0.013245,0.165,Direct
Beauty & Personal Care,Platinum (Annual),0,0,385,Annual,0.085714,0,Reseller
"Home & Garden Work, Cleaning & Repair",vCita Business (Monthly),0,1,301,Monthly,26.481728,3.516,Direct
Counseling & Mental Health,vCita Essentials (Monthly),1,0,679,Monthly,0.000000,15.48,Direct
Beauty & Personal Care,vCita Online Payments (Annual),0,0,744,Annual,0.000000,73.893,Direct
Beauty & Personal Care,vCita Essentials (Monthly),0,0,852,Monthly,0.001174,0,Reseller
Counseling & Mental Health,vCita Online Scheduling (Annual),1,0,876,Annual,1.410959,0.272,Direct
"Sales, Marketing & Advertising",vCita Business (Annual),0,0,1674,Annual,0.000000,0,Direct
Fitness,vCita Essentials (Monthly),1,0,1447,Monthly,0.002764,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),0,0,1451,Monthly,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Business (Monthly),0,1,608,Monthly,1.791118,0,Reseller
Business Services,vCita Business (Monthly),0,0,157,Monthly,0.000000,0,Reseller
"Education, Instruction & Tutoring",vCita Essentials (Monthly),0,0,1449,Monthly,0.000000,0,Direct
Photography & Video,vCita Business Single (Monthly),1,1,621,Monthly,0.370370,90.241,Direct
Alternative Medicine,vCita Essentials (Annual),1,0,2196,Annual,0.075592,0,Direct
Coaching & Consulting,vCita Online Scheduling (Annual),0,1,1756,Annual,0.037585,0,Direct
Coaching & Consulting,vCita Business (Annual),0,0,443,Annual,0.000000,0,Direct
Beauty & Personal Care,vCita Platinum (Monthly),0,1,927,Monthly,3.236246,0,Direct
Fitness,vCita Business (Annual),1,0,706,Annual,0.000000,0,Direct
"Education, Instruction & Tutoring",vCita Business (Annual),1,0,1295,Annual,0.000000,0,Direct
Business Services,Obs. vCita Essentials (Annual),1,0,2178,Annual,0.002296,0,Direct
Fitness,vCita Essentials (Annual),0,0,15,Annual,0.000000,0,Direct
Writing & Language Services,vCita Platinum 20 (Annual),1,1,2120,Annual,0.723113,63.923,Direct
Business Services,vCita Essentials (Monthly),0,1,532,Monthly,0.015038,5.38,Reseller
